PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220114B0100","220114B0100",22,"QUERETARO",5,"CORREGIDORA","0114",368,"B",00,"NO URBANA",05,302,407,0,407,147,42,3,3,2,25,3,82,12,3,,2,1,0,1,2,6,1,0,0,,-,,,,,8,,,-,34,7,,-,-,,,,,,,,-,-,-,-,,,,,9,0,14,407,407,683,26,,1,D,B55134BAE1814376896AF3C2C618D8533E059AB36C3103B33668CF05292ECC8F,01/07/2018 23:31:14,01/07/2018 23:40:22,01/07/2018 23:41:36,CATD,ESCANER,ACTA PREP
"220114C0100","220114C0100",22,"QUERETARO",5,"CORREGIDORA","0114",369,"C",00,"NO URBANA",05,280,421,8,429,175,22,4,3,8,14,3,111,18,3,,6,3,0,0,3,1,0,2,0,,-,,,,,12,,,-,19,6,,-,-,,,,,,,,-,-,-,-,,,,,8,0,8,429,429,683,26,,1,D,71010910D1E3C8ACA85D57D79E184445FF8F8BA72619C1C112FC4A2CFCFC4E8D,02/07/2018 00:10:58,02/07/2018 01:42:01,02/07/2018 02:11:35,CATD,ESCANER,ACTA PREP
"220114C0200","220114C0200",22,"QUERETARO",5,"CORREGIDORA","0114",370,"C",00,"NO URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,683,26,SIN ACTA POR PAQUETE NO ENTREGADO,,D,,02/07/2018 02:38:28,,,CATD,ESCANER,
"220114C0300","220114C0300",22,"QUERETARO",5,"CORREGIDORA","0114",371,"C",00,"NO URBANA",05,303,406,2,407,163,46,4,3,4,18,5,80,17,1,,2,2,Sin dato,2,2,5,Sin dato,1,Sin dato,,-,,,,,8,,,-,17,7,,-,-,,,,,,,,-,-,-,-,,,,,11,1,8,407,407,683,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,12BE4C7521F2C6C53E73AD743193986164357F015CDC8F8C2D035E965FBC220C,02/07/2018 03:18:39,02/07/2018 03:51:24,02/07/2018 06:37:36,CATD,ESCANER,ACTA PREP
"220114C0400","220114C0400",22,"QUERETARO",5,"CORREGIDORA","0114",372,"C",00,"NO URBANA",05,311,389,9,397,159,43,6,5,4,19,5,73,16,3,,5,2,0,0,4,1,1,0,0,,-,,,,,10,,,-,19,4,,-,-,,,,,,,,-,-,-,-,,,,,7,0,11,397,397,683,26,,1,D,5225EEA4CFA85C5FFA9035623AF1C3EEC10C2D1CC25CCD1EA04DDDE3091EF9BD,02/07/2018 02:53:10,02/07/2018 03:16:05,02/07/2018 06:25:51,CATD,ESCANER,ACTA PREP
"220114C0500","220114C0500",22,"QUERETARO",5,"CORREGIDORA","0114",373,"C",00,"NO URBANA",05,293,410,5,415,159,33,4,4,7,23,8,86,20,0,,3,3,2,0,4,0,3,0,0,,-,,,,,12,,,-,14,6,,-,-,,,,,,,,-,-,-,-,,,,,14,0,11,415,416,682,26,,1,D,A1F799C91AD24C8EF36B32F4075B9982B78206813348501F9B5999FF4F372F0A,02/07/2018 02:25:15,02/07/2018 02:40:20,02/07/2018 05:07:15,CATD,ESCANER,ACTA PREP
"220114C0600","220114C0600",22,"QUERETARO",5,"CORREGIDORA","0114",374,"C",00,"NO URBANA",05,297,403,7,411,126,49,8,5,5,34,7,89,23,0,,2,4,1,0,1,2,0,0,0,,-,,,,,9,,,-,14,6,,-,-,,,,,,,,-,-,-,-,,,,,10,0,16,411,411,682,26,,1,D,71130B38E8D1BE85D8C93BCE9C8F90FF40EE1B7307B4D52FB0AEE06FA0C4B0F6,02/07/2018 03:08:51,02/07/2018 03:17:09,02/07/2018 06:29:45,CATD,ESCANER,ACTA PREP
"220114C0700","220114C0700",22,"QUERETARO",5,"CORREGIDORA","0114",375,"C",00,"NO URBANA",05,295,410,3,409,149,41,3,6,5,28,3,86,19,1,,3,2,0,0,0,0,0,0,0,,-,,,,,6,,,-,26,14,,-,-,,,,,,,,-,-,-,-,,,,,8,0,9,409,409,682,26,,1,D,F9CA01B6A32F2E671AFCA8423486D06D41F774F3713EAE5DB365E37F01B01360,02/07/2018 00:28:48,02/07/2018 00:37:57,02/07/2018 00:39:03,CATD,ESCANER,ACTA PREP
"220116B0100","220116B0100",22,"QUERETARO",5,"CORREGIDORA","0116",387,"B",00,"NO URBANA",05,251,425,4,Ilegible,119,46,7,7,7,60,4,48,22,9,,2,1,Sin dato,1,12,Sin dato,Sin dato,Sin dato,Sin dato,,-,,,,,6,,,-,34,12,,-,-,,,,,,,,-,-,-,-,,,,,8,Sin dato,23,429,428,674,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,AABBF18CF60F0B16E7CF8CD9E1C94DD9FECB846D2D2E0C295842BA98BEF90234,02/07/2018 01:00:50,02/07/2018 01:48:37,02/07/2018 02:21:25,CATD,ESCANER,ACTA PREP
"220116C0100","220116C0100",22,"QUERETARO",5,"CORREGIDORA","0116",388,"C",00,"NO URBANA",05,265,324,3,Sin dato,103,49,2,2,4,93,3,56,28,5,,1,3,1,1,12,2,1,0,0,,-,,,,,1,,,-,26,6,,-,-,,,,,,,,-,-,-,-,,,,,16,0,17,432,432,673,26,,1,D,B500174CBFB82C504E8B10C1131BB077B4DF104C6BCCA9A181675F7B505CBB12,02/07/2018 01:05:04,02/07/2018 01:39:52,02/07/2018 02:02:01,CATD,ESCANER,ACTA PREP
"'220116E0100","'220116E0100",22,"QUERETARO",5,"CORREGIDORA","0116",389,"E",00,"NO URBANA",05,305,302,4,306,74,31,4,4,14,17,3,72,13,2,,5,2,0,0,8,0,0,0,0,,-,,,,,5,,,-,28,14,,-,-,,,,,,,,-,-,-,-,,,,,3,0,7,306,306,585,26,,1,D,c83bcb96f1aa92f81ef6c3c00cfbced032e610601a6ca2895772b49a4b5c1950,01/07/2018 22:12:38,01/07/2018 22:26:48,01/07/2018 22:50:15,CASILLA,MOVIL,ACTA PREP
"'220116E0101","'220116E0101",22,"QUERETARO",5,"CORREGIDORA","0116",390,"E",01,"NO URBANA",05,270,333,8,341,88,33,4,2,7,26,4,83,17,0,,8,0,0,1,5,2,0,0,0,,-,,,,,8,,,-,22,15,,-,-,,,,,,,,-,-,-,-,,,,,5,0,11,341,341,585,26,,1,D,25807921658CF227F6EB227EB74CB7E6F5BD4838FEF7DF90513B1DCCE789583F,02/07/2018 00:25:08,02/07/2018 00:31:32,02/07/2018 00:32:26,CATD,ESCANER,ACTA PREP
"'220116E0102","'220116E0102",22,"QUERETARO",5,"CORREGIDORA","0116",391,"E",02,"NO URBANA",05,274,327,9,336,122,27,2,4,8,24,5,59,19,0,,2,2,10,0,4,1,2,0,0,,-,,,,,3,,,-,21,8,,-,-,,,,,,,,-,-,-,-,,,,,2,Sin dato,11,336,336,584,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,95fcd423f7c89bbb80cd174c326e3e0e11beca759f21b8098f060f5551b1fd0d,01/07/2018 22:50:10,01/07/2018 22:59:59,01/07/2018 23:06:39,CASILLA,MOVIL,ACTA PREP
"'220116E0200","'220116E0200",22,"QUERETARO",5,"CORREGIDORA","0116",392,"E",00,"NO URBANA",05,143,271,7,278,45,59,1,1,3,62,6,21,Ilegible,1,,0,0,1,0,4,1,0,1,0,,-,,,,,4,,,-,8,1,,-,-,,,,,,,,-,-,-,-,,,,,36,0,10,Sin dato,265,395,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,EE4E856E6A940A60293654965BF1CC7AE55E46EFA7B1103B463D7CC3A903E48C,02/07/2018 00:03:58,02/07/2018 00:29:57,02/07/2018 00:32:36,CATD,ESCANER,ACTA PREP
"220688B0100","220688B0100",22,"QUERETARO",5,"CORREGIDORA","0688",2291,"B",00,"NO URBANA",05,154,474,0,474,268,41,3,8,6,18,2,80,5,2,,0,0,0,0,1,2,0,0,0,,-,,,,,20,,,-,7,6,,-,-,,,,,,,,-,-,-,-,,,,,1,0,4,474,474,603,26,,1,D,296B08E61B125A267E1BBB1465018A4D5B55BFF9A691ED7E44F05815708A43FA,02/07/2018 02:31:24,02/07/2018 02:47:10,02/07/2018 05:37:56,CATD,ESCANER,ACTA PREP
"220688C0100","220688C0100",22,"QUERETARO",5,"CORREGIDORA","0688",2292,"C",00,"NO URBANA",05,165,456,7,460,245,52,1,3,6,10,1,91,12,0,,2,0,0,0,5,6,0,0,0,,-,,,,,9,,,-,4,6,,-,-,,,,,,,,-,-,-,-,,,,,3,0,4,460,460,602,26,,1,D,2E02B4B20CF3729253B7C2AB496F1152538C92FA3756BE7880BF9A3615484496,02/07/2018 01:53:50,02/07/2018 02:17:59,02/07/2018 04:13:46,CATD,ESCANER,ACTA PREP
"220688C0200","220688C0200",22,"QUERETARO",5,"CORREGIDORA","0688",2293,"C",00,"NO URBANA",05,167,455,6,468,245,49,1,4,6,13,3,76,12,4,,3,0,0,0,2,2,1,1,0,,-,,,,,11,,,-,9,15,,-,-,,,,,,,,-,-,-,-,,,,,4,0,7,468,468,602,26,,1,D,081293F76732BA1BCB833D92681292E8EE6AA6E97FE3097499A2CCE91868AAE0,02/07/2018 02:16:08,02/07/2018 02:25:35,02/07/2018 04:51:24,CATD,ESCANER,ACTA PREP
"220688C0300","220688C0300",22,"QUERETARO",5,"CORREGIDORA","0688",2294,"C",00,"NO URBANA",05,Ilegible,457,9,466,283,48,2,2,5,7,4,71,4,1,,4,3,1,0,1,4,0,0,1,,-,,,,,14,,,-,11,6,,-,-,,,,,,,,-,-,-,-,,,,,5,0,9,486,486,602,26,,1,D,BBE03096185C7148C2ADCB17A6986BA79AC34BA2C64E5217B3B7E572CDBC5D31,02/07/2018 02:35:03,02/07/2018 02:47:44,02/07/2018 05:58:09,CATD,ESCANER,ACTA PREP
"220688C0400","220688C0400",22,"QUERETARO",5,"CORREGIDORA","0688",2295,"C",00,"NO URBANA",05,157,465,7,465,279,36,1,3,2,12,1,84,10,1,,2,1,1,0,2,6,0,1,0,,-,,,,,7,,,-,4,3,,-,-,,,,,,,,-,-,-,-,,,,,2,0,10,468,468,602,26,,1,D,994E34305770C22C436464020A446F0E96D7C07EA1D8970BA826E7D724F27290,02/07/2018 02:03:03,02/07/2018 02:21:01,02/07/2018 04:24:15,CATD,ESCANER,ACTA PREP
"220764B0100","220764B0100",22,"QUERETARO",5,"CORREGIDORA","0764",2468,"B",00,"URBANA",05,247,358,5,363,105,49,4,5,8,15,2,82,14,5,,1,1,0,0,0,3,1,0,0,,-,,,,,9,,,-,7,13,,-,-,,,,,,,,-,-,-,-,,,,,3,0,11,358,338,584,26,,1,D,1B9FD002BEA6A725F7E694527B9BFFE77611E2DCC5E138015F295F47469F1971,02/07/2018 02:39:43,02/07/2018 02:54:18,02/07/2018 06:10:55,CATD,ESCANER,ACTA PREP
"220764C0100","220764C0100",22,"QUERETARO",5,"CORREGIDORA","0764",2469,"C",00,"URBANA",05,244,362,4,0,131,50,3,3,35,15,0,79,16,0,,0,1,1,0,2,0,0,0,0,,-,,,,,4,,,-,7,10,,-,-,,,,,,,,-,-,-,-,,,,,5,Sin dato,3,362,365,583,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,7A6DAFF1BE592F5A950609DEE7EDD7D5F821C1DE84E51A129E085B3BC8A0CD2A,02/07/2018 02:35:48,02/07/2018 02:48:41,02/07/2018 06:04:45,CATD,ESCANER,ACTA PREP
"220100B0100","220100B0100",22,"QUERETARO",5,"CORREGIDORA","0100",297,"B",00,"URBANA",05,217,486,12,498,246,60,1,3,3,17,4,Ilegible,11,2,,2,3,0,0,4,3,1,1,0,,-,,,,,6,,,-,32,15,,-,-,,,,,,,,-,-,-,-,,,,,5,1,12,498,432,689,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,C166FEDE416A69EF77F461DCCAE362CEDFE4054EFAF4A153AB82B73AAD0B493B,02/07/2018 01:22:09,02/07/2018 05:04:00,02/07/2018 06:09:51,CATD,ESCANER,ACTA PREP
"220100C0100","220100C0100",22,"QUERETARO",5,"CORREGIDORA","0100",298,"C",00,"URBANA",05,239,469,6,460,193,58,1,4,7,19,4,70,26,1,,2,0,0,0,2,2,1,1,0,,-,,,,,13,,,-,23,15,,-,-,,,,,,,,-,-,-,-,,,,,9,1,8,459,460,689,26,,1,D,2989CEAC4D228F95F5E7089EACA752B767C3397198D8402138CABFE8565FCF41,02/07/2018 03:22:17,02/07/2018 06:57:31,02/07/2018 07:16:30,CATD,ESCANER,ACTA PREP
"220100C0200","220100C0200",22,"QUERETARO",5,"CORREGIDORA","0100",299,"C",00,"URBANA",05,245,467,9,458,219,52,4,2,7,21,0,74,23,0,,0,0,0,0,2,6,0,0,0,,-,,,,,6,,,-,25,26,,-,-,,,,,,,,-,-,-,-,,,,,4,1,6,458,478,689,26,,1,D,11143843D7D49EFE4C2AF9E91671CFE9F8FE20B74067F50B81E3D7EF054B6BBE,02/07/2018 03:35:34,02/07/2018 07:10:38,02/07/2018 07:15:12,CATD,ESCANER,ACTA PREP
"220100S0100","220100S0100",22,"QUERETARO",5,"CORREGIDORA","0100",300,"S",00,"URBANA",06,753,23,Sin dato,23,9,2,1,0,0,0,0,2,2,0,,0,0,0,0,1,0,0,0,0,,-,,,,,0,,,-,3,2,,-,-,,,,,,,,-,-,-,-,,,,,0,0,1,23,23,0,26,,1,D,8982890A90AF4F3BC29A0D962F1E858F9DABF8C42EA280F70D37608CC53467EB,02/07/2018 00:59:03,02/07/2018 04:01:34,02/07/2018 05:57:52,CATD,ESCANER,ACTA PREP
"220100S0200","220100S0200",22,"QUERETARO",5,"CORREGIDORA","0100",301,"S",00,"URBANA",06,755,21,Sin dato,21,6,3,0,0,0,1,0,7,2,0,,0,0,0,0,0,0,0,0,0,,-,,,,,0,,,-,1,1,,-,-,,,,,,,,-,-,-,-,,,,,0,0,0,21,21,0,26,,1,D,AB0C31D4C6CA5F0D6AB5E1066798BB5403F02DC521AD629318B15D46E2FF18BD,02/07/2018 01:31:02,02/07/2018 05:06:05,02/07/2018 06:17:46,CATD,ESCANER,ACTA PREP
"220104B0100","220104B0100",22,"QUERETARO",5,"CORREGIDORA","0104",317,"B",00,"URBANA",05,274,345,7,342,113,40,2,0,2,22,2,66,21,1,,3,0,0,1,2,2,2,1,0,,-,,,,,6,,,-,37,8,,-,-,,,,,,,,-,-,-,-,,,,,6,0,10,347,347,600,26,,1,D,44A3F8FC7E396B2F5FFC94B810788951DCF8D1F23A30AAA9D1A3374DFA84AD79,02/07/2018 01:27:10,02/07/2018 05:04:05,02/07/2018 06:14:43,CATD,ESCANER,ACTA PREP
"220104C0100","220104C0100",22,"QUERETARO",5,"CORREGIDORA","0104",318,"C",00,"URBANA",05,240,379,6,Sin dato,114,64,3,1,6,20,3,60,22,3,,3,5,0,0,8,2,1,0,0,,-,,,,,5,,,-,34,21,,-,-,,,,,,,,-,-,-,-,,,,,9,0,6,390,390,600,26,,1,D,7371182A4D608807C117B225BE7697192F99B4FB3F3772096D0C67D81F3B10EC,02/07/2018 01:56:22,02/07/2018 05:52:10,02/07/2018 06:29:25,CATD,ESCANER,ACTA PREP
"220104C0200","220104C0200",22,"QUERETARO",5,"CORREGIDORA","0104",319,"C",00,"URBANA",05,263,354,4,360,116,23,2,8,3,20,1,76,24,1,,1,1,0,0,7,3,0,1,0,,-,,,,,3,,,-,24,19,,-,-,,,,,,,,-,-,-,-,,,,,8,0,20,360,361,599,26,,1,D,C78D7673ACD5DDC46A6276CA7814BD3475124173D17C3954B0E7F43A6E0590B9,02/07/2018 02:05:20,02/07/2018 06:04:46,02/07/2018 06:36:16,CATD,ESCANER,ACTA PREP
"220106B0100","220106B0100",22,"QUERETARO",5,"CORREGIDORA","0106",332,"B",00,"URBANA",05,317,393,6,398,107,40,11,2,6,11,4,93,28,1,,1,4,0,0,2,2,1,0,0,,-,,,,,9,,,-,47,9,,-,-,,,,,,,,-,-,-,-,,,,,2,0,18,398,398,691,26,,1,D,01136CA17617B9C8F38E5FA3D725803520F95E7A3EA1DADEF4D982CDDADD5D0E,02/07/2018 02:08:12,02/07/2018 06:01:57,02/07/2018 06:32:25,CATD,ESCANER,ACTA PREP
"220106C0100","220106C0100",22,"QUERETARO",5,"CORREGIDORA","0106",333,"C",00,"URBANA",05,Sin dato,395,3,398,114,45,3,2,4,16,3,76,17,Sin dato,,3,1,1,1,4,2,2,0,0,,-,,,,,8,,,-,59,17,,-,-,,,,,,,,-,-,-,-,,,,,4,0,16,398,398,690,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,E698F30775B475CF926CE28F4873456B68E1536B51E8E8483D0A56D373A1CB6E,02/07/2018 02:08:58,02/07/2018 06:07:38,02/07/2018 06:36:04,CATD,ESCANER,ACTA PREP
"220106C0200","220106C0200",22,"QUERETARO",5,"CORREGIDORA","0106",334,"C",00,"URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,-,,,,,Sin dato,,,-,Sin dato,Sin dato,,-,-,,,,,,,,-,-,-,-,,,,,Sin dato,Sin dato,Sin dato,Sin dato,0,690,26,TODOS ILEGIBLES O SIN DATO,0,D,F8A006FBD867CB00FB1455551515392E89D97D5D275571DC9154C2F3880F865C,02/07/2018 02:07:55,02/07/2018 10:02:28,,CATD,ESCANER,ACTA PREP
"220107B0100","220107B0100",22,"QUERETARO",5,"CORREGIDORA","0107",335,"B",00,"URBANA",05,297,355,8,360,88,48,7,2,5,17,5,85,20,0,,3,1,0,0,4,7,0,0,1,,-,,,,,5,,,-,32,7,,-,-,,,,,,,,-,-,-,-,,,,,4,0,19,360,360,631,26,,1,D,D27E7A34CF9547126A102FFB34C1FD63BCEBE64BE265F2A8510E6125F0176B29,02/07/2018 02:13:03,02/07/2018 06:19:56,02/07/2018 06:36:33,CATD,ESCANER,ACTA PREP
"220107C0100","220107C0100",22,"QUERETARO",5,"CORREGIDORA","0107",336,"C",00,"URBANA",05,268,388,5,Sin dato,113,55,2,3,6,11,6,63,25,0,,8,2,1,Sin dato,2,1,Sin dato,Sin dato,Sin dato,,-,,,,,9,,,-,52,12,,-,-,,,,,,,,-,-,-,-,,,,,5,Sin dato,12,388,388,630,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,FE29791C523B0F79ECC5CF9CFA04445EB01E67A768B9244A942FB9341649B8F0,02/07/2018 02:14:04,02/07/2018 06:15:03,02/07/2018 06:35:38,CATD,ESCANER,ACTA PREP
"220107C0200","220107C0200",22,"QUERETARO",5,"CORREGIDORA","0107",337,"C",00,"URBANA",05,306,342,8,350,95,47,5,3,5,15,0,65,17,1,,3,2,0,0,2,0,0,0,2,,-,,,,,10,,,-,29,19,,-,-,,,,,,,,-,-,-,-,,,,,10,0,29,350,359,630,26,,1,D,213313BF428B143F72943C9D4AD3D6051CB10141280B7D5C98BB074EB2BB8A65,02/07/2018 02:13:50,02/07/2018 06:21:02,02/07/2018 06:38:10,CATD,ESCANER,ACTA PREP
"220108B0100","220108B0100",22,"QUERETARO",5,"CORREGIDORA","0108",338,"B",00,"URBANA",05,277,305,8,313,98,21,1,3,6,10,Ilegible,68,20,0,,1,0,0,0,1,3,1,1,0,,-,,,,,9,,,-,40,Ilegible,,-,-,,,,,,,,-,-,-,-,,,,,Ilegible,1,8,313,292,565,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,449B6C786F225D6ADAD935190C0BB4399C6023C732D82340EED9B86954D82542,02/07/2018 00:28:35,02/07/2018 02:43:50,02/07/2018 04:17:47,CATD,ESCANER,ACTA PREP
"220108C0100","220108C0100",22,"QUERETARO",5,"CORREGIDORA","0108",339,"C",00,"URBANA",05,294,294,3,297,90,23,4,1,8,14,3,60,16,2,,2,2,0,0,3,1,0,0,0,,-,,,,,9,,,-,23,16,,-,-,,,,,,,,-,-,-,-,,,,,8,0,12,297,297,565,26,,1,D,4A563919E51C679F0DE76D87DEF7E46D0688B06AD8FFAF102EE17336B517B897,02/07/2018 01:00:15,02/07/2018 04:00:22,02/07/2018 05:55:25,CATD,ESCANER,ACTA PREP
"220108C0200","220108C0200",22,"QUERETARO",5,"CORREGIDORA","0108",340,"C",00,"URBANA",05,260,329,1,330,92,33,2,1,3,11,4,65,15,1,,Sin dato,1,5,Sin dato,7,1,Sin dato,1,Sin dato,,-,,,,,5,,,-,34,30,,-,-,,,,,,,,-,-,-,-,,,,,6,Sin dato,13,Sin dato,330,564,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,6DD325F878E0A834BF3828ADD9B7A476B04BA1C8790953798E27B0B32D44CEC3,02/07/2018 01:01:14,02/07/2018 04:05:57,02/07/2018 06:01:33,CATD,ESCANER,ACTA PREP
"220108C0300","220108C0300",22,"QUERETARO",5,"CORREGIDORA","0108",341,"C",00,"URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,564,26,SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE,,D,,02/07/2018 00:30:15,,,CATD,ESCANER,
"220109B0100","220109B0100",22,"QUERETARO",5,"CORREGIDORA","0109",342,"B",00,"URBANA",05,310,393,4,391,109,36,3,4,5,12,4,74,16,1,,4,1,0,0,1,3,0,1,0,,-,,,,,6,,,-,58,28,,-,-,,,,,,,,-,-,-,-,,,,,6,1,18,391,391,677,26,,1,D,FD391DCC89B4BC75D13B2F80F3D8B73E6C58ED880D35758CE41D19E74D8B5512,02/07/2018 03:32:10,02/07/2018 07:11:33,02/07/2018 07:12:38,CATD,ESCANER,ACTA PREP
"220109C0100","220109C0100",22,"QUERETARO",5,"CORREGIDORA","0109",343,"C",00,"URBANA",05,311,388,4,393,116,33,3,6,4,13,2,66,22,3,,2,2,1,1,4,4,0,0,0,,-,,,,,9,,,-,59,19,,-,-,,,,,,,,-,-,-,-,,,,,7,0,17,393,393,677,26,,1,D,5DDC8B293D59D06BA62400BA716241CB504D06DC4809B54C1434AE26E9F9F987,02/07/2018 02:53:28,02/07/2018 06:33:44,02/07/2018 06:42:41,CATD,ESCANER,ACTA PREP
"220109C0200","220109C0200",22,"QUERETARO",5,"CORREGIDORA","0109",344,"C",00,"URBANA",05,313,380,7,389,122,39,5,1,8,13,1,79,22,1,,5,1,0,0,3,0,1,0,0,,-,,,,,4,,,-,45,13,,-,-,,,,,,,,-,-,-,-,,,,,5,0,21,389,389,676,26,,1,D,0114FE3FED5EC0C368D5FFE1B1526EB2927BFB56628A330543861FD255621E80,02/07/2018 03:30:22,02/07/2018 06:58:34,02/07/2018 06:59:13,CATD,ESCANER,ACTA PREP
"220113B0100","220113B0100",22,"QUERETARO",5,"CORREGIDORA","0113",353,"B",00,"URBANA",05,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,-,,,,,Sin dato,,,-,Sin dato,Sin dato,,-,-,,,,,,,,-,-,-,-,,,,,Sin dato,Sin dato,Sin dato,Sin dato,0,693,26,TODOS ILEGIBLES O SIN DATO,0,D,BBE987960D62B7A128B3061FD57396FC11BCA7B2BBEC567BBCB066A3CCAE1A2B,02/07/2018 00:14:43,02/07/2018 09:52:00,,CATD,ESCANER,ACTA PREP
"220113C0100","220113C0100",22,"QUERETARO",5,"CORREGIDORA","0113",354,"C",00,"URBANA",05,193,520,6,526,281,53,3,2,1,118,4,104,13,2,,1,0,0,0,1,2,1,1,0,,-,,,,,11,,,-,14,8,,-,-,,,,,,,,-,-,-,-,,,,,1,Sin dato,5,526,626,693,26,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,2C950D327A7D6CA95B2424B220C2BCC91902E41E36E64046A495A69B52F4B52C,02/07/2018 00:19:06,02/07/2018 02:02:14,02/07/2018 03:08:33,CATD,ESCANER,ACTA PREP
"220113C0200","220113C0200",22,"QUERETARO",5,"CORREGIDORA","0113",358,"C",00,"URBANA",05,196,507,8,524,295,67,2,3,5,17,3,64,7,1,,3,1,0,0,1,4,1,0,0,,-,,,,,23,,,-,8,6,,-,-,,,,,,,,-,-,-,-,,,,,5,0,8,524,524,693,26,,1,D,3657EA8FE918723A95BB1AF1036E676699D2C6D7E8104642603C4051E5707CF9,02/07/2018 00:54:26,02/07/2018 03:28:39,02/07/2018 05:13:05,CATD,ESCANER,ACTA PREP
"220113C0300","220113C0300",22,"QUERETARO",5,"CORREGIDORA","0113",359,"C",00,"URBANA",05,194,518,7,525,307,57,1,4,6,23,4,62,7,0,,2,1,0,0,1,5,1,0,0,,-,,,,,15,,,-,9,10,,-,-,,,,,,,,-,-,-,-,,,,,5,0,5,525,525,693,26,,1,D,2FD67E36F7E5E6BB7D2940DF29307BA843E0B51C41CFDF5265635BEF8204A97C,02/07/2018 02:26:02,02/07/2018 02:31:04,02/07/2018 03:46:14,CATD,ESCANER,ACTA PREP
